id;geopoint;country;landslide;fatalities;injuries;trigger;admin;sourcename;date;population;near
72;16.5141, 80.6055;India;Landslide;0;0;Downpour;Andhra Pradesh;;2010-09-17T09:00:00+02:00;874587;Vijayaw?da
73;8.646, -13.2279;Sierra Leone;Landslide;0;0;Downpour;Northern Province;;2008-09-11T09:00:00+02:00;5460;Tintafor
74;34.1559, -118.2235;United States;Mudslide;0;0;Continuous_Rain;California;Glendale News-Press;2014-02-28T09:00:00+01:00;191719;Glendale
75;50.7082, -2.758;United Kingdom;Landslide;0;0;unknown;England;BBC News Dorset;2014-02-15T09:00:00+01:00;13266;Bridport
76;9.879, 76.9683;India;Landslide;2;2;Monsoon;Kerala;www.deccanchronicle.com;2013-08-05T09:00:00+02:00;11248;Idukki
77;34.1607, -117.8392;United States;Debris_Flow;0;0;Downpour;California;ABC 7;2014-12-12T09:00:00+01:00;50073;Glendora
78;53.6865, -2.0992;Canada;Mudslide;0;0;Downpour;England;;2010-10-03T09:00:00+02:00;11812;Todmorden
79;45.6, -122.4333;United States;Landslide;0;0;Downpour;Washington;Columbian;2015-01-18T09:00:00+01:00;19355;Camas
80;27.7211, 83.4692;Nepal;Rockfall;4;0;Rain;Western Region;;2009-12-26T09:00:00+01:00;91733;Butw?l
81;50.8122, -118.9592;Canada;Landslide;0;0;Downpour;British Columbia;;2012-06-23T09:00:00+02:00;2732;Sicamous
82;49.4288, 17.6627;Czech Republic;Landslide;0;0;Downpour;Zl??n Region;;2010-05-18T09:00:00+02:00;8727;Byst?ice pod Host??nem
83;-22.9033, -43.2394;Brazil;Mudslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
84;40.6268, -79.7383;United States;Landslide;0;0;Rain;Pennsylvania;;2012-11-01T08:00:00+01:00;3260;Brackenridge
85;43.4825, -73.7946;United States;Mudslide;0;0;Rain;New York;WKTV News;2014-04-12T09:00:00+02:00;3103;Warrensburg
86;38.9566, -84.5256;United States;Landslide;0;0;Downpour;Kentucky;;2011-04-21T09:00:00+02:00;24757;Independence
87;37.8116, -79.7989;United States;Landslide;0;0;Snowfall_snowmelt;Virginia;WDBJ;2015-02-21T09:00:00+01:00;3884;Clifton Forge
88;34.154, -117.8632;United States;Debris_Flow;0;0;Downpour;California;ABC 7;2014-12-12T09:00:00+01:00;50073;Glendora
89;37.8515, 68.7882;Tajikistan;Mudslide;1;0;Downpour;Khatlon;;2009-04-21T09:00:00+02:00;65000;Q??rghonteppa
90;34.2074, -118.1258;United States;Debris_Flow;0;0;Downpour;California;;2010-01-18T09:00:00+01:00;42777;Altadena
91;10.1528, -84.1489;Costa Rica;Landslide;0;0;Tropical_Cyclone;Heredia;insidecostarica.com;2013-09-16T09:00:00+02:00;5745;Santo Domingo
92;28.1506, 113.149;China;Landslide;2;0;Downpour;Hunan;africa.chinadaily.com.cn;2013-06-28T09:00:00+02:00;0;Guitang
93;25.7055, 94.0132;India;Landslide;0;0;Rain;N?g?land;kanglaonline.com;2007-10-16T09:00:00+02:00;92113;Kohima
94;47.6168, -116.6798;United States;Rock_Fall;0;0;Unknown;Idaho;KREM;2015-01-08T09:00:00+01:00;44137;Coeur d'Alene
95;37.5715, -82.6473;United States;Mudslide;0;0;Downpour;Kentucky;WKYT;2014-08-22T09:00:00+02:00;1706;Coal Run Village
96;25.0801, 121.6586;Taiwan;Landslide;0;0;Downpour;Taiwan;;2010-09-24T09:00:00+02:00;397515;Keelung
97;-7.9115, 112.343;Indonesia;Mudslide;0;0;Downpour;East Java;;2009-02-25T09:00:00+01:00;0;Wonosari
98;10.3717, -61.3917;Trinidad and Tobago;Landslide;0;0;Downpour;City of San Fernando;;2009-08-21T09:00:00+02:00;26700;Marabella
99;4.1798, -74.8008;Colombia;Mudslide;7;0;Downpour;Tolima;;2011-12-02T09:00:00+01:00;5640;Carmen de Apical??
100;-22.82, -43.1789;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
101;36.5851, 109.4875;China;Landslide;0;0;Downpour;Shaanxi;www.hurriyetdailynews.com;2013-07-07T09:00:00+02:00;0;Bao?an
102;44.5259, -109.9704;United States;Mudslide;0;0;Downpour;Wyoming;;2012-08-12T09:00:00+02:00;9520;Cody
103;36.5891, 109.5249;China;Landslide;5;0;Unknown;Shaanxi;Global Post;2014-09-30T09:00:00+02:00;0;Bao?an
104;52.3545, -127.698;Canada;Mudslide;0;0;Rain;British Columbia;Global News;2015-01-30T09:00:00+01:00;8987;Kitimat
105;28.3466, 85.0058;Nepal;Landslide;0;0;Monsoon;Western Region;myRepublica;2014-08-14T09:00:00+02:00;0;Khudi
106;-1.824, 121.5179;Indonesia;Landslide;3;0;Rain;Central Sulawesi;indianews.com;2007-07-23T09:00:00+02:00;0;Tagolu
107;1.1346, 97.5239;Indonesia;Landslide;5;0;Downpour;Aceh;;2011-12-01T09:00:00+01:00;0;Pulo Batal
108;-17.56, 178.25;Fiji;Landslide;0;0;Rain;Western;ICL;2007-05-05T09:00:00+02:00;14596;Ba
109;51.2934, -0.1532;United Kingdom;Landslide;0;0;Downpour;England;www.yourlocalguardian.co.uk;2013-12-24T09:00:00+01:00;25500;Coulsdon
110;8.4966, 123.3034;Philippines;Landslide;4;0;Rain;Zamboanga Peninsula;www.philstar.com;2013-02-22T09:00:00+01:00;4172;Katipunan
111;38.6929, -123.428;United States;Mudslide;0;0;Downpour;California;;2011-03-14T08:00:00+01:00;1305;Sea Ranch
112;23.7327, 92.7463;India;Landslide;1;2;Downpour;Mizoram;Business Standard;2014-07-14T09:00:00+02:00;265331;Aizawl
113;10.3494, 123.9334;Philippines;Landslide;0;0;Downpour;Central Visayas;newsinfo.inquirer.net;2013-08-08T09:00:00+02:00;331320;Mandaue City
114;3.142, 101.6593;Malaysia;Landslide;0;0;Rain;Kuala Lumpur;www.nst.com.my;2013-05-09T09:00:00+02:00;1453975;Kuala Lumpur
115;45.5799, 4.736;France;Mudslide;0;0;Downpour;Rh??ne-Alpes;Connexion;2014-11-05T09:00:00+01:00;18198;Givors
116;37.5534, -122.026;United States;Landslide;0;0;Rain;California;;2012-11-30T09:00:00+01:00;42573;Newark
117;-22.8279, -43.0221;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;0;S??o Gon??alo
118;13.8701, 124.3101;Philippines;Landslide;0;0;Rain;Bicol;;2008-02-19T09:00:00+01:00;4089;Viga
119;26.8836, 88.2791;India;Landslide;5;0;Downpour;Bengal;;2009-08-16T09:00:00+02:00;46427;K?rsiy?ng
120;37.5927, -82.8679;United States;Mudslide;0;0;Snowfall_snowmelt;Kentucky;WYMT TV 57  Mountain news;2014-02-22T09:00:00+01:00;3255;Prestonsburg
121;13.8193, 124.1754;Philippines;Landslide;0;0;Tropical_Cyclone;Bicol;;2009-10-01T09:00:00+02:00;2920;Manamrag
122;40.5765, -111.6788;United States;Landslide;0;0;Downpour;Utah;www.sltrib.com;2013-07-05T09:00:00+02:00;1932;Granite
123;-3.4751, 102.7627;Indonesia;Landslide;1;0;Continuous_rain;Bengkulu;Jakarta Post;2015-02-08T09:00:00+01:00;0;Padangulaktanding
124;28.3341, 83.4966;Nepal;Landslide;2;0;Downpour;Western Region;ekantipur.com;2013-07-22T09:00:00+02:00;23296;B?glung
125;22.7943, -83.1322;Cuba;Landslide;0;0;Downpour;Artemisa Province;www.havanatimes.org;2013-07-09T09:00:00+02:00;7205;Soroa
126;-8.1431, 111.2896;Indonesia;Landslide;0;0;Downpour;East Java;;2010-05-24T09:00:00+02:00;0;Ketanggung
127;-22.9925, -43.2542;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
128;-22.9251, -43.3147;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
129;7.7344, 125.0969;Philippines;Landslide;0;0;Rain;Northern Mindanao;www.gmanetwork.com;2013-06-05T09:00:00+02:00;27212;Quezon
130;14.4882, 121.3088;Philippines;Landslide;0;0;Rain;Calabarzon;gmanews.tv;2007-11-23T09:00:00+01:00;30408;Pililla
131;-10.1258, -76.2043;Peru;Landslide;28;0;Downpour;Huanuco;;2010-04-02T09:00:00+02:00;6865;Ambo
132;7.6195, 125.6278;Philippines;Landslide;0;0;Downpour;Davao;;2012-01-14T09:00:00+01:00;9611;Santo Ni??o
133;42.5167, 43.1667;Georgia;Landslide;0;0;Downpour;Racha-Lechkhumi and Kvemo Svaneti;;2010-03-15T08:00:00+01:00;2408;Ambrolauri
134;55.6976, -121.6296;Canada;Mudslide;0;0;Downpour;British Columbia;;2011-06-25T09:00:00+02:00;2587;Chetwynd
135;41.0124, 28.9759;Turkey;Mudslide;0;0;Downpour;Istanbul;;2009-09-09T09:00:00+02:00;55548;Emin??n??
136;24.8063, 93.9482;India;Landslide;0;0;Rain;Manipur;;2011-06-28T09:00:00+02:00;223523;Imphal
137;26.2617, 116.6544;China;Landslide;36;0;Downpour;Fujian;;2010-06-18T09:00:00+02:00;0;Cuijiang
138;27.5, 90.5034;Bhutan;Landslide;0;0;Downpour;Tongsa;;2010-08-23T09:00:00+02:00;2805;Trongsa
139;34.6781, -86.0343;United States;Landslide;0;0;Downpour;Alabama;;2011-11-30T09:00:00+01:00;14770;Scottsboro
140;21.375, -157.933;United States;Landslide;0;0;Downpour;Hawaii;;2008-12-11T09:00:00+01:00;9338;?Aiea
141;-7.2643, 108.2036;Indonesia;Landslide;0;0;Continuous_rain;West Java;The Jakarta Globe;2014-07-24T09:00:00+02:00;0;Sukahaji
142;38.1947, 15.5406;Italy;Mudslide;0;0;Downpour;Sicily;;2010-03-10T09:00:00+01:00;219948;Messina
143;10.3904, 124.9851;Philippines;Landslide;0;0;Rain;Eastern Visayas;;2008-01-03T09:00:00+01:00;8303;Sogod
144;15.3333, 108.2167;Vietnam;Landslide;12;0;Rain;Qu???ng Nam;thanhniennews.com;2007-11-09T09:00:00+01:00;0;Tr?? My
145;27.1032, 93.6884;India;Landslide;3;0;Downpour;Arun?chal Pradesh;;2011-07-19T09:00:00+02:00;26912;Naharlagun
146;45.8168, -73.4334;Canada;Landslide;0;0;Rain;Quebec;;2011-08-31T09:00:00+02:00;16738;L'Assomption
147;-7.0281, 107.5121;Indonesia;Landslide;4;0;Rain;West Java;;2012-11-18T09:00:00+01:00;150932;Soreang
148;27.04, 88.2636;India;Landslide;15;0;Rain;Bengal;The hindu.com;2007-09-05T09:00:00+02:00;123797;D?rjiling
149;37.4814, -82.5186;United States;Landslide;0;0;Rain;Kentucky;Applalachain news-express;2007-04-20T09:00:00+02:00;6903;Pikeville
150;8.4863, 76.9517;India;Landslide;0;0;Downpour;Kerala;articles.timesofindia.indiatimes.com;2013-11-13T09:00:00+01:00;784153;Thiruvananthapuram
151;56.0701, -3.1715;United Kingdom;Landslide;0;0;Downpour;Scotland;;2011-08-06T09:00:00+02:00;2776;Kinghorn
152;-22.9035, -43.2096;Brazil;Complex;63;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
153;-39.484, 176.9136;New Zealand;Landslide;0;0;Downpour;Hawke's Bay;;2011-04-26T09:00:00+02:00;56787;Napier
154;26.88, 88.28;India;Mudslide;4;0;Downpour;Bengal;;2011-06-17T09:00:00+02:00;46427;K?rsiy?ng
155;31.1032, 77.1625;India;Landslide;0;0;Downpour;Himachal Pradesh;;2009-09-12T09:00:00+02:00;173503;Shimla
156;43.3877, -115.5441;United States;Mudslide;0;0;Downpour;Idaho;magicvalley.com;2013-09-12T09:00:00+02:00;14206;Mountain Home
157;27.1418, 87.7788;Nepal;Landslide;0;0;Rain;Eastern Region;www.myrepublica.com;2013-06-15T09:00:00+02:00;17491;Il?m
158;46.3822, -122.0125;United States;Landslide;0;0;Downpour;Washington;;2011-01-16T09:00:00+01:00;1126;Morton
159;-12.3546, -40.9044;Brazil;Mudslide;16;0;Downpour;Bahia;www.weatheronline.co.uk;2013-12-07T09:00:00+01:00;11169;Terra Nova
160;0.00720000000007, -78.4781;Ecuador;Rock_Fall;2;8;Earthquake;Pichincha;Daily Mail;2014-08-12T09:00:00+02:00;1399814;Quito
161;36.2618, -121.7938;United States;Rockfall;0;0;Rain;California;;2012-01-21T09:00:00+01:00;4407;Carmel Valley Village
162;27.9333, 84.4167;Nepal;Landslide;1;0;Rain;Central Region;;2011-07-01T09:00:00+02:00;107157;Bharatpur
163;-12.9655, -71.4216;Peru;Landslide;0;0;Downpour;Cusco;;2010-04-05T09:00:00+02:00;0;Pillcopata
164;7.6235, 80.6349;Sri Lanka;Landslide;0;0;Downpour;Central;;2011-02-07T09:00:00+01:00;66716;Dambulla
165;35.2507, 137.8163;Japan;Mudslide;0;0;Downpour;Nagano;;2010-07-14T09:00:00+02:00;107111;Iida
166;40.1192, -105.3896;United??States;Landslide;3;0;Rain;Colorado;news.yahoo.com;2013-09-12T09:00:00+02:00;97385;Boulder
167;-29.7826, 30.8331;South Africa;Mudslide;0;0;Downpour;KwaZulu-Natal;;2012-09-06T09:00:00+02:00;15000;Berea
168;37.8505, 140.9505;Japan;mudslide;1;0;Construction;Miyagi;Fukushima Update;2014-03-28T08:00:00+01:00;16752;Marumori
169;29.5659, 80.3657;India;Landslide;1;1;Monsoon;Uttarakhand;www.moneycontrol.com;2013-08-05T09:00:00+02:00;47571;Pithor?garh
170;43.6511, -123.8817;United States;Landslide;0;0;Downpour;Oregon;;2011-02-28T09:00:00+01:00;4154;Reedsport
171;28.2826, 83.7508;Nepal;Landslide;0;0;Mining_digging;Western Region;www.thehimalayantimes.com;2013-08-06T09:00:00+02:00;23296;B?glung
172;48.1173, -121.579;United States;Landslide;0;0;Downpour;Washington;;2011-01-16T09:00:00+01:00;1347;Darrington
173;26.1807, 94.5497;India;Landslide;0;0;Monsoon;N?g?land;www.nagalandpost.com;2013-08-04T09:00:00+02:00;34021;Mokokch??ng
174;15.6045, 107.9408;Vietnam;Landslide;0;0;Rain;Qu???ng Nam;thanhniennews.com;2007-10-15T09:00:00+02:00;0;Doug An
175;24.9849, 92.8411;India;Mudslide;5;0;Mining_digging;Assam;;2008-05-20T09:00:00+02:00;152393;Silchar
176;-42.4635, 173.5421;New Zealand;Landslide;0;0;Earthquake;Canterbury;;2010-09-10T09:00:00+02:00;2172;Kaikoura
177;34.0666, -118.9962;United States;Mudslide;0;0;Downpour;California;NBC 4;2014-11-30T09:00:00+01:00;3249;Casa Conejo
178;28.2724, 83.7412;Nepal;Landslide;0;0;Rain;Western Region;eKantipur;2014-11-14T09:00:00+01:00;23296;B?glung
179;46.5951, -116.1712;United States;Mudslide;0;0;Downpour;Idaho;;2011-04-07T09:00:00+02:00;3142;Orofino
180;24.0896, 91.4663;India;Landslide;1;0;Rain;Tripura;www.upi.com;2013-05-08T09:00:00+02:00;20046;Khowai
181;43.1226, 23.1253;Bulgaria;Landslide;0;0;Downpour;Montana;;2012-05-29T09:00:00+02:00;15027;Berkovitsa
182;-0.5713, 101.3782;Indonesia;Landslide;4;0;Rain;Riau;;2011-07-29T09:00:00+02:00;0;Lubukjambi
183;23.7705, 92.5217;India;Landslide;4;0;Downpour;Mizoram;;2012-11-11T09:00:00+01:00;5760;Sairang
184;14.1939, 121.1481;Philippines;Landslide;2;0;Tropical_Cyclone;Calabarzon;;2009-09-08T09:00:00+02:00;2907;Prinza
185;47.2943, 12.9525;Austria;Landslide;0;0;Downpour;Salzburg;www.thejournal.ie;2013-06-02T09:00:00+02:00;2830;Taxenbach
186;40.3034, -79.8406;United States;Landslide;0;0;Continuous_rain;Pennsylvania;Trib Live;2014-05-15T09:00:00+02:00;1515;Versailles
187;27.3329, 86.0798;Nepal;Landslide;0;0;Downpour;Central Region;;2012-08-21T09:00:00+02:00;0;R?mechh?p
188;44.4979, 8.9042;Italy;Landslide;0;0;Downpour;Liguria;www.ubalert.com;2013-12-26T09:00:00+01:00;3762;Ceranesi
189;25.1553, 93.028;India;Landslide;3;0;Downpour;Assam;;2010-04-01T09:00:00+02:00;39982;H?flong
190;46.9483, -123.762;United States;Mudslide;0;0;Rain;Washington;KIRO;2015-01-05T09:00:00+01:00;1649;Cosmopolis
191;32.5655, 76.1201;India;Landslide;2;0;Downpour;Himachal Pradesh;;2012-02-16T09:00:00+01:00;21502;Chamba
192;36.0464, 103.8128;China;Landslide;0;0;Unknown;Gansu Sheng;;2012-03-17T08:00:00+01:00;0;Zhangyelu
193;19.1095, 72.8929;India;Landslide;0;0;Downpour;Maharashtra;;2010-06-25T09:00:00+02:00;20000;Powai
194;51.7331, -3.2614;United Kingdom;Landslide;0;0;unknown;Wales;Caerphilly Observer;2014-02-08T09:00:00+01:00;4217;New Tredegar
195;50.5845, -1.2566;United Kingdom;Landslide;0;0;Unknown;England;Island Echo;2014-02-08T09:00:00+01:00;1142;Niton
196;33.8468, -111.2858;United States;Complex;0;0;Downpour;Arizona;;2010-09-22T09:00:00+02:00;1424;Tonto Basin
197;16.5175, 80.6117;India;Landslide;0;4;Rain;Andhra Pradesh;www.thehindu.com;2013-10-25T09:00:00+02:00;874587;Vijayaw?da
198;34.1407, -117.1935;United States;Mudslide;0;0;Downpour;California;;2010-12-22T09:00:00+01:00;53104;Highland
199;42.6469, -70.9368;United States;Mudslide;0;0;Rain;Massachusetts;Wicked Local Topsfield;2014-12-09T09:00:00+01:00;2717;Topsfield
200;34.175, -118.0451;United States;Mudslide;0;0;Downpour;California;;2010-01-18T09:00:00+01:00;10917;Sierra Madre
201;-5.4589, 104.7045;Indonesia;Landslide;0;0;Monsoon;Lampung;www.thejakartapost.com;2013-07-29T09:00:00+02:00;0;Kotaagung
202;41.9288, 23.2216;Bulgaria;Landslide;0;0;Snowfall_snowmelt;Sofiya;FOCUS Information Agency;2015-02-06T09:00:00+01:00;6729;Simitli
203;-3.4661, 102.7942;Indonesia;Landslide;3;0;Continuous_rain;Bengkulu;Jakarta Post;2015-02-08T09:00:00+01:00;0;Padangulaktanding
204;26.2208, 73.6106;India;Complex;52;0;Downpour;Rajasthan;One India;2007-08-14T09:00:00+02:00;41710;Bil?ra
205;47.0014, -122.1817;United States;Landslide;0;0;Downpour;Washington;;2010-12-12T09:00:00+01:00;23491;Graham
206;26.0481, 94.4619;India;Landslide;0;0;Continuous_rain;N?g?land;www.nagalandpost.com;2013-08-04T09:00:00+02:00;29499;Zunheboto
207;-0.5487, 37.0498;Kenya;Mudslide;2;0;Downpour;Nyeri;;2010-05-04T09:00:00+02:00;4468;Othaya
208;5.0882, 118.4047;Malaysia;Landslide;2;0;Downpour;Sabah;;2012-02-18T09:00:00+01:00;105622;Lahad Datu
209;26.7914, 88.363;India;Landslide;4;0;Downpour;Bengal;;2009-08-16T09:00:00+02:00;515574;Shiliguri
210;26.7914, 88.363;India;Landslide;1;0;Downpour;Bengal;;2009-08-16T09:00:00+02:00;515574;Shiliguri
211;35.1802, -88.9436;United States;Landslide;0;0;Downpour;Tennessee;;2011-04-26T09:00:00+02:00;5417;Bolivar
212;47.562, 13.6488;Austria;Mudslide;0;0;Downpour;Upper Austria;www.youtube.com;2013-06-19T09:00:00+02:00;7869;Bad Goisern
213;45.9547, 7.2083;Switzerland;Landslide;0;0;Rain;Valais;;2011-09-03T09:00:00+02:00;2725;Orsi??res
214;27.777, 85.3717;Nepal;Landslide;1;0;Downpour;Central Region;;2008-09-11T09:00:00+02:00;1442271;Kathmandu
215;-7.9589, -77.5239;Peru;Mudslide;12;0;Downpour;La Libertad;;2009-04-14T09:00:00+02:00;0;Parcoy
216;8.742, 76.8902;India;Landslide;1;0;Rain;Kerala;;2009-09-12T09:00:00+02:00;36595;Attingal
217;33.3308, 75.1773;India;Landslide;0;0;Downpour;Kashmir;;2011-03-19T08:00:00+01:00;3278;Banih?l
218;-22.8222, -43.1809;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
219;6.4564, 124.8763;Philippines;Landslide;0;0;Downpour;Soccsksargen;www.mindanews.com;2013-07-29T09:00:00+02:00;5344;Carpenter
220;34.9922, -85.3435;United States;Landslide;0;0;Downpour;Tennessee;WRCB;2014-10-14T09:00:00+02:00;1832;Lookout Mountain
221;-6.8345, 107.4706;Indonesia;Landslide;2;1;Downpour;West Java;Jakarta Globe;2014-12-28T09:00:00+01:00;124946;Padalarang
222;18.7335, -72.4133;Haiti;Complex;23;0;Rain;Ouest;Euronews.net;2007-10-12T09:00:00+02:00;3951;Cabaret
223;33.8426, 132.7681;Japan;Mudslide;0;0;Downpour;Ehime;;2010-07-12T09:00:00+02:00;443322;Matsuyama
224;22.76, 113.247;China;Mudslide;0;0;Downpour;Guangdong;Red Cross - Field reports;2007-06-11T09:00:00+02:00;0;Ronggui
225;-7.3414, 108.1592;Indonesia;Landslide;0;0;Downpour;West Java;;2012-01-06T09:00:00+01:00;0;Gunungangka
226;33.241, 75.234;India;Landslide;0;0;Downpour;Kashmir;;2012-02-22T09:00:00+01:00;7317;R?mban
227;6.9851, 81.0556;Sri Lanka;Landslide;1;0;Rain;Uva;www.dailynews.lk;2013-02-15T09:00:00+01:00;47587;Badulla
228;-7.3644, 109.9022;Indonesia;Landslide;11;0;Downpour;Central Java;;2011-12-18T09:00:00+01:00;92990;Wonosobo
229;58.5624, -137.0834;United States;Landslide;0;0;unknown;Alaska;Alaska Dispatch;2014-02-16T09:00:00+01:00;1713;Haines
230;3.7944, 113.6308;Malaysia;Landslide;0;0;Downpour;Sarawak;FMT News;2014-01-22T09:00:00+01:00;228212;Miri
231;-11.6953, -71.9165;Peru;Landslide;2;0;Downpour;Cusco;RT;2014-01-04T09:00:00+01:00;0;Quebrada Honda
232;50.6736, -125.712;Canada;Landslide;0;0;Downpour;British Columbia;www.cbc.ca;2013-09-02T09:00:00+02:00;33430;Campbell River
233;2.5248, 112.3254;Malaysia;Landslide;0;0;Downpour;Sarawak;;2011-10-24T09:00:00+02:00;198239;Sibu
234;25.606, 96.275;Myanmar (Burma);Complex;20;0;Downpour;Kachin;;2008-07-30T09:00:00+02:00;90894;Myitkyina
235;-43.5698, 170.1797;New Zealand;Rock_Fall;0;0;Earthquake;Canterbury;;2013-01-05T09:00:00+01:00;1187;Pleasant Point
236;29.2409, 95.9761;China;Landslide;0;0;Downpour;Tibet Autonomous Region;;2012-06-06T09:00:00+02:00;0;Motuo
237;16.9817, 121.7753;Philippines;Landslide;0;0;Tropical_Cyclone;Cagayan Valley;;2010-10-18T09:00:00+02:00;2173;Banquero
238;1.007, 34.4013;Uganda;Landslide;0;0;Downpour;Eastern Region;;2010-04-24T09:00:00+02:00;0;Manafwa
239;41.942, -75.2291;United States;Mudslide;0;0;Rain;New York;;2008-06-16T09:00:00+02:00;1031;Hancock
240;39.5513, -119.9038;United States;Debris_Flow;0;0;Downpour;Nevada;KOLO;2014-08-11T09:00:00+02:00;1290;Mogul
241;4.9626, 8.359;Nigeria;Mudslide;8;3;Downpour;Cross River;sunnewsonline.com;2013-09-04T09:00:00+02:00;461796;Calabar
242;55.7385, -1.9908;United Kingdom;Landslide;0;0;Downpour;England;;2012-06-29T09:00:00+02:00;0;Ancroft
243;47.5455, -122.3983;United States;Mudslide;0;0;Downpour;Washington;;2010-01-12T09:00:00+01:00;13495;White Center
244;-6.5857, 106.8269;Indonesia;Landslide;1;0;Downpour;West Java;;2011-11-03T08:00:00+01:00;800000;Bogor
245;24.9, 102.0;China;Complex;40;0;Rain;Yunnan;;2008-08-09T09:00:00+02:00;0;Dengzishan
246;-22.9113, -43.067;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;456456;Niter??i
247;47.8734, 13.8188;Austria;Landslide;0;0;Rain;Upper Austria;Agence France-Presse -Terradaily.com;2007-12-01T09:00:00+01:00;9651;Altm??nster
248;13.7, 124.35;Philippines;Landslide;0;0;Rain;Bicol;Inquirer.net;2007-10-28T08:00:00+01:00;0;Baras
249;-22.9376, -43.2421;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
250;33.3645, 75.1999;India;Landslide;0;0;Downpour;Kashmir;;2011-02-07T09:00:00+01:00;3278;Banih?l
251;28.5919, 105.6975;China;Landslide;0;0;Downpour;Guizhou Sheng;;2011-06-27T09:00:00+02:00;0;Tiantai
252;31.0766, 77.3913;India;Landslide;0;0;Rain;Himachal Pradesh;;2011-08-07T09:00:00+02:00;4191;Theog
253;12.1353, -61.6871;Grenada;Landslide;0;0;Downpour;Saint John;;2011-04-12T09:00:00+02:00;3378;Gouyave
254;30.0091, 101.9374;China;Mudslide;0;0;Downpour;Sichuan;;2011-07-02T09:00:00+02:00;100000;Kangding
255;4.6951, 96.7494;Indonesia;Landslide;0;0;Rain;Aceh;;2008-11-26T09:00:00+01:00;0;Kute Panang
256;34.222, -118.3666;United States;Mudslide;0;0;Downpour;California;;2013-10-09T09:00:00+02:00;77848;North Hollywood
257;17.6, 121.3667;Philippines;Landslide;0;0;Tropical_Cyclone;Cordillera Administrative Region;;2010-10-18T09:00:00+02:00;0;Pinukpuk
258;47.1363, -122.0607;United States;Landslide;0;0;Continuous_Rain;Washington;Q13 FOX.com;2014-02-17T09:00:00+01:00;4354;Buckley
259;17.4147, 121.1495;Philippines;Landslide;0;0;Tropical_Cyclone;Cordillera Administrative Region;;2010-10-18T09:00:00+02:00;10109;Pasil
260;28.2333, 83.9533;Nepal;Landslide;6;0;Rain;Western Region;Kenya Broadcasting Corporation;2007-09-08T09:00:00+02:00;200000;Pokhara
261;19.8413, -96.8005;Mexico;Landslide;9;0;Downpour;Veracruz-Llave;www.cbc.ca;2013-08-26T09:00:00+02:00;3198;Yecuatla
262;11.2084, -60.7582;Trinidad And Tobago;Landslide;0;0;Downpour;Tobago;www.newsday.co.tt;2013-11-14T09:00:00+01:00;17000;Scarborough
263;51.0055, -118.2421;Canada;Landslide;0;0;Downpour;British Columbia;;2011-05-02T09:00:00+02:00;7533;Revelstoke
264;-20.4337, -40.4598;Brazil;Landslide;0;0;Downpour;Esp??rito Santo;g1.globo.com;2013-12-22T09:00:00+01:00;55122;Viana
265;18.1254, -66.67;Puerto Rico;Landslide;0;0;Downpour;Ponce;Perla del Sur;2014-08-24T09:00:00+02:00;5080;Adjuntas
266;5.4175, 100.2676;Malaysia;Landslide;0;0;Downpour;Pulau Pinang;www.themalaymailonline.com;2013-09-11T09:00:00+02:00;24071;Tanjung Tokong
267;7.6632, 125.7011;Philippines;Landslide;0;0;Downpour;Davao;;2011-05-24T09:00:00+02:00;2936;Suz-on
268;3.1623, 101.7444;Malaysia;Landslide;0;0;Rain;Kuala Lumpur;;2012-11-15T09:00:00+01:00;1453975;Kuala Lumpur
269;10.6915, -61.5929;Trinidad and Tobago;Landslide;0;0;Downpour;Diego Martin;;2010-11-27T09:00:00+01:00;8140;Petit Valley
270;36.7411, -83.6348;United States;Mudslide;0;0;Downpour;Kentucky;;2010-05-03T09:00:00+02:00;1732;Pineville
271;10.9628, 77.5947;India;Landslide;0;0;Downpour;Tamil N?du;;2013-06-25T09:00:00+02:00;31364;Kangayam
272;9.8907, 99.0616;Thailand;Mudslide;0;0;Downpour;Chumphon;;2011-03-30T09:00:00+02:00;16142;Lang Suan
273;11.1088, 125.0183;Philippines;Landslide;5;1;Tropical_Cyclone;Eastern Visayas;GMA News;2014-12-30T09:00:00+01:00;16567;Tanauan
274;7.2075, 122.2299;Philippines;Landslide;0;0;Downpour;Zamboanga Peninsula;www.abs-cbnnews.com;2013-08-04T09:00:00+02:00;6775;Curuan
