id;geopoint;country;landslide;fatalities;injuries;trigger;admin;sourcename;date;population;near
2579;32.5764, 75.8466;India;Landslide;0;0;Downpour;Kashmir;Himalayan Times;2011-08-27T09:00:00+02:00;7601;Dalhousie
2580;-5.096, 104.014;Indonesia;Landslide;0;0;Unknown;Lampung;www.thejakartapost.com;2013-11-10T09:00:00+01:00;0;Liwa
2581;41.7, 41.8;Georgia;Landslide;6;0;Downpour;Ajaria;;2008-09-30T09:00:00+02:00;2736;Makhinjauri
2582;16.9413, 120.9074;Philippines;Landslide;0;0;Tropical_Cyclone;Cordillera Administrative Region;;2009-10-08T09:00:00+02:00;2842;Sadsadan
2583;40.0875, -76.7681;United States;Landslide;0;0;Downpour;Pennsylvania;;2010-11-17T09:00:00+01:00;2763;Manchester
2584;-22.5221, -43.2192;Brazil;Landslide;31;0;Rain;Rio de Janeiro;www.bbc.co.uk;2013-03-18T08:00:00+01:00;272691;Petr??polis
2585;33.0744, -117.3092;United States;Rockfall;0;0;Downpour;California;;2010-12-21T09:00:00+01:00;59518;Encinitas
2586;17.265, 121.2088;Philippines;Landslide;0;0;Tropical_Cyclone;Cordillera Administrative Region;;2010-10-18T09:00:00+02:00;0;Tanudan
2587;13.6905, -89.32;El Salvador;Landslide;0;0;Rain;La Libertad;Mexicano;2014-10-12T09:00:00+02:00;124694;Santa Tecla
2588;1.0091, 34.4073;Uganda;Landslide;0;0;Downpour;Eastern Region;allafrica.com;2013-08-10T09:00:00+02:00;0;Manafwa
2589;33.0852, 74.8799;India;Landslide;1;2;Downpour;Kashmir;freepresskashmir.com;2013-07-05T09:00:00+02:00;8101;Ri?si
2590;5.9872, 116.6928;Malaysia;Landslide;0;0;Downpour;Sabah;www.nst.com.my;2013-05-29T09:00:00+02:00;19294;Ranau
2591;6.8066, 80.9779;Sri Lanka;Landslide;0;0;Downpour;Uva;;2010-10-03T09:00:00+02:00;4721;Haputale
2592;37.1995, -80.0628;United States;Landslide;0;0;Rain;Virginia;www.wset.com;2013-07-03T09:00:00+02:00;24922;Cave Spring
2593;40.6217, -111.7484;United States;Mudslide;0;0;Downpour;Utah;www.ksl.com;2013-09-11T09:00:00+02:00;33433;Cottonwood Heights
2594;10.3658, 123.8897;Philippines;Landslide;0;0;Rain;Central Visayas;Globalnewspaper.inquirer;2007-08-02T09:00:00+02:00;798634;Cebu City
2595;-26.916, 152.7436;Australia;Landslide;0;0;Downpour;Queensland;;2011-01-11T09:00:00+01:00;2680;Woodford
2596;7.9441, 98.288;Thailand;Landslide;0;0;Rain;Phuket;www.thephuketnews.com;2013-10-08T09:00:00+02:00;14797;Patong Beach
2597;-3.6498, 128.1849;Indonesia;Landslide;12;28;Continuous_rain;Maluku;www.poughkeepsiejournal.com;2013-07-29T09:00:00+02:00;355596;Ambon
2598;9.999, -84.4876;Costa Rica;Landslide;0;0;Tropical_Cyclone;Alajuela;;2010-11-05T08:00:00+01:00;2107;Santiago
2599;5.389, 100.2906;Malaysia;Mudslide;0;0;Downpour;Pulau Pinang;;2008-10-22T09:00:00+02:00;300000;George Town
2600;30.9209, 77.0206;India;Landslide;0;0;Rain;Himachal Pradesh;;2011-07-08T09:00:00+02:00;2994;Dagshai
2601;16.8256, 121.1444;Philippines;Landslide;4;0;Rain;Cordillera Administrative Region;;2011-07-27T09:00:00+02:00;6819;Lagawe
2602;46.9838, -123.939;United States;Mudslide;0;0;Rain;Washington;KIRO;2015-01-05T09:00:00+01:00;8726;Hoquiam
2603;44.4197, 8.5282;Italy;Landslide;0;0;Downpour;Liguria;;2010-10-31T08:00:00+01:00;2935;Stella
2604;21.3468, -158.1223;United States;Landslide;0;0;Downpour;Hawaii;;2010-12-19T09:00:00+01:00;18248;Makakilo
2605;32.5282, 75.1199;India;Landslide;0;0;Continuous_rain;Kashmir;www.hindustantimes.com;2013-08-02T09:00:00+02:00;26893;S?mba
2606;34.1965, -118.9801;United States;Debris_Flow;0;0;Downpour;California;National Weather Service;2014-12-12T09:00:00+01:00;3249;Casa Conejo
2607;8.7031, 124.7439;Philippines;Landslide;0;0;Tropical_Cyclone;Northern Mindanao;;2009-11-24T09:00:00+01:00;3101;Binitinan
2608;60.4279, 9.398;Norway;Mudslide;21;0;Rain;Buskerud;Aftenposten;2007-07-03T09:00:00+02:00;0;Fl??
2609;43.3166, 12.8788;Italy;Landslide;0;0;Downpour;The Marches;;2011-03-02T09:00:00+01:00;23230;Fabriano
2610;45.5301, -122.7197;United States;Landslide;0;0;unknown;Oregon;Portland Tribune;2014-02-14T09:00:00+01:00;583776;Portland
2611;45.3339, -122.5779;United States;Mudslide;0;0;Downpour;Oregon;;2011-02-28T09:00:00+01:00;31859;Oregon City
2612;38.7122, -122.0471;United States;Mudslide;0;0;Rain;California;;2012-12-02T09:00:00+01:00;3108;Esparto
2613;9.2171, 126.1466;Philippines;Landslide;0;0;Downpour;Caraga;;2011-03-19T08:00:00+01:00;2077;Tigao
2614;6.9374, 125.4141;Philippines;Landslide;0;0;Downpour;Davao;;2011-01-17T09:00:00+01:00;7298;Baracatan
2615;38.907, -77.0874;United States;Mudslide;0;0;Downpour;Virginia;;2011-03-10T09:00:00+01:00;207627;Arlington
2616;38.1723, -84.8775;United States;Mudslide;0;0;Downpour;Kentucky;;2011-05-03T09:00:00+02:00;25527;Frankfort
2617;10.3494, 123.9334;Philippines;Landslide;0;0;Downpour;Central Visayas;newsinfo.inquirer.net;2013-08-03T09:00:00+02:00;331320;Mandaue City
2618;14.4226, -90.6755;Guatemala;Mudslide;1;0;Tropical_Cyclone;Escuintla;;2008-06-01T09:00:00+02:00;31329;Pal??n
2619;1.3542, 116.3816;Indonesia;Landslide;0;0;Downpour;North Kalimantan;;2008-12-22T09:00:00+01:00;0;Sungaiboh
2620;0.7089, 107.7503;Indonesia;Landslide;3;0;Rain;West Kalimantan;;2008-10-18T09:00:00+02:00;47735;Sungairaya
2621;37.576, 72.592;Tajikistan;Landslide;0;0;Downpour;;;2007-04-01T09:00:00+02:00;5521;Khand??d
2622;35.7972, 73.3185;Pakistan;Landslide;0;0;Downpour;Khyber Pakhtunkhwa;;2010-07-29T09:00:00+02:00;0;Dasu
2623;27.4513, 87.6093;Nepal;Mudslide;9;0;Downpour;Eastern Region;www.myrepublica.com;2013-06-05T09:00:00+02:00;22903;Kh?ndb?ri
2624;43.8187, -115.3455;United States;Landslide;0;0;Continuous_rain;Idaho;www.elmorecounty.org;2013-09-29T09:00:00+02:00;485;Idaho City
2625;51.2995, -117.5212;Canada;Mudslide;0;0;Rain;British Columbia;Castanet;2014-05-16T09:00:00+02:00;4038;Golden
2626;24.3069, 93.125;India;Landslide;0;0;Downpour;Mizoram;;2010-09-16T09:00:00+02:00;3962;Darlawn
2627;27.09, 86.37;Nepal;Landslide;0;0;Rain;Central Region;;2008-07-27T09:00:00+02:00;0;R?mechh?p
2628;30.0712, 80.2386;India;Landslide;0;0;Continuous_rain;Uttarakhand;articles.timesofindia.indiatimes.com;2013-07-04T09:00:00+02:00;7331;Dh?rchula
2629;28.0667, 83.25;India;Landslide;2;0;Rain;Mid Western;Kantipuronline.com;2007-08-31T09:00:00+02:00;0;Py??th?n
2630;-33.2968, -70.2492;Chile;Landslide;0;0;Downpour;Santiago Metropolitan;;2012-06-17T09:00:00+02:00;15000;Villa Presidente Frei, ?u??oa, Santiago, Chile
2631;-21.1806, 48.0043;Madagascar;Complex;8;0;Tropical_Cyclone;Vatovavy Fitovinany;;2010-03-15T08:00:00+01:00;27686;Mananjary
2632;48.2632, -124.3011;United States;Landslide;0;0;Rain;Washington;www.peninsuladailynews.com;2013-04-06T09:00:00+02:00;3532;Forks
2633;39.9575, -111.2445;United States;Mudslide;0;0;Downpour;Utah;www.sunad.com;2013-09-02T09:00:00+02:00;7979;Mapleton
2634;28.25, 83.1792;Nepal;Landslide;0;0;Downpour;Mid Western;;2009-08-14T09:00:00+02:00;0;Py??th?n
2635;3.8258, 101.383;Malaysia;Landslide;0;0;Unknown;Perak;Malaysian Digest;2014-12-01T09:00:00+01:00;30016;Bidur
2636;33.4431, 75.1915;India;Landslide;0;0;Downpour;Kashmir;ibnlive.in.com;2013-08-14T09:00:00+02:00;3278;Banih?l
2637;33.7529, 132.7339;Japan;Mudslide;0;0;Tropical_Cyclone;Ehime;news.oneindia.in;2013-09-04T09:00:00+02:00;30760;Iyo
2638;6.7254, -72.726;Colombia;Landslide;0;0;Downpour;Santander;;2010-08-25T09:00:00+02:00;18739;M??laga
2639;27.125, 93.7145;India;Landslide;0;0;Downpour;Arun?chal Pradesh;;2011-07-15T09:00:00+02:00;26912;Naharlagun
2640;47.2841, -122.6522;United States;Mudslide;0;0;Downpour;Washington;;2009-11-16T09:00:00+01:00;12653;Artondale
2641;39.2515, -84.6515;United States;Landslide;0;0;Downpour;Ohio;;2011-04-25T09:00:00+02:00;2782;Dry Ridge
2642;16.5713, 120.7325;Philippines;Landslide;2;0;Tropical_Cyclone;Cordillera Administrative Region;;2009-10-08T09:00:00+02:00;2288;Topdac
2643;16.392, 120.5996;Philippines;Landslide;3;0;Tropical_Cyclone;Cordillera Administrative Region;;2009-08-06T09:00:00+02:00;272714;Baguio
2644;50.7088, -2.7592;United Kingdom;Rockfall;0;0;Unknown;England;www.dorsetecho.co.uk;2013-07-26T09:00:00+02:00;13266;Bridport
2645;34.0312, -118.4309;United States;Landslide;0;0;Rain;California;;2008-03-06T09:00:00+01:00;2019;Westwood
2646;32.6625, 103.6056;China;Landslide;0;0;Downpour;Sichuan;;2011-07-21T09:00:00+02:00;0;Jin?an
2647;-22.9019, -43.0874;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-05T09:00:00+02:00;456456;Niter??i
2648;-0.4521, 100.4284;Indonesia;Landslide;2;0;Unknown;West Sumatra;;2009-10-17T09:00:00+02:00;0;Padangpanjang
2649;38.3558, -76.3915;United States;Landslide;0;0;Downpour;Maryland;;2010-10-01T09:00:00+02:00;10519;Chesapeake Ranch Estates
2650;42.4941, -96.4576;United States;Landslide;0;0;Rain;South Dakota;Sioux City Journnal;2007-04-24T09:00:00+02:00;2540;Dakota Dunes
2651;16.5157, 80.6525;India;Landslide;0;0;Downpour;Andhra Pradesh;;2010-08-31T09:00:00+02:00;874587;Vijayaw?da
2652;27.2319, 88.497;India;Landslide;0;0;Downpour;;;2010-08-26T09:00:00+02:00;6133;Singt?m
2653;26.885, 88.2778;India;Landslide;0;0;Rain;Bengal;;2008-06-20T09:00:00+02:00;46427;K?rsiy?ng
2654;27.5003, 90.5081;Bhutan;Landslide;1;0;Downpour;Tongsa;;2011-07-21T09:00:00+02:00;2805;Trongsa
2655;40.3875, -79.7569;United States;Landslide;3;0;Rain;Pennsylvania;Pittsburgh Post Gazette;2007-12-16T09:00:00+01:00;3174;Trafford
2656;13.4567, 123.6793;Philippines;Landslide;0;0;Downpour;Bicol;;2011-01-01T09:00:00+01:00;16826;Tiwi
2657;10.3861, 124.98;Philippines;Landslide;0;0;Downpour;Eastern Visayas;;2011-01-02T09:00:00+01:00;8303;Sogod
2658;39.1904, -106.8152;United States;Mudslide;0;0;Rain;Colorado;;2011-07-04T09:00:00+02:00;6658;Aspen
2659;10.5339, 123.7183;Philippines;Complex;0;0;Continuous_rain;Central Visayas;;2008-05-07T09:00:00+02:00;4348;Nangka
2660;11.7521, 125.4568;Philippines;Debris_Flow;0;0;Tropical_Cyclone;Eastern Visayas;GMA News;2014-12-06T09:00:00+01:00;3069;San Julian
2661;9.2829, 123.2449;Philippines;Landslide;0;0;Downpour;Central Visayas;;2011-11-17T09:00:00+01:00;0;Valencia
2662;16.656, 73.5178;India;Landslide;8;0;Downpour;Maharashtra;;2009-10-01T09:00:00+02:00;10718;R?j?pur
2663;32.5552, 76.1249;India;Landslide;0;0;Downpour;Himachal Pradesh;www.business-standard.com;2013-06-12T09:00:00+02:00;21502;Chamba
2664;23.7281, 92.7175;India;Landslide;15;0;Rain;Mizoram;articles.timesofindia.indiatimes.com;2013-05-11T09:00:00+02:00;265331;Aizawl
2665;-13.1583, -74.2239;Peru;Mudslide;10;0;Downpour;Ayacucho;;2009-12-17T09:00:00+01:00;140033;Ayacucho
2666;40.3932, -79.7206;United States;Landslide;0;0;Rain;Pennsylvania;;2008-01-01T09:00:00+01:00;4020;Level Green
2667;33.8353, -117.9145;United States;Other;1;0;Downpour;California;;2010-10-06T09:00:00+02:00;336265;Anaheim
2668;12.3476, -84.79;Nicaragua;Landslide;0;0;Continuous_rain;Chontales;Correspondence with Wilfried Strauch;2014-06-23T09:00:00+02:00;5827;Santo Domingo
2669;43.365, -115.4442;United States;Mudslide;0;0;Downpour;Idaho;ktvb;2013-09-12T09:00:00+02:00;14206;Mountain Home
2670;-18.0873, 177.3814;Fiji;Landslide;0;0;Downpour;Western;;2012-01-24T09:00:00+01:00;42284;Nadi
2671;42.2872, -110.1938;United States;Mudslide;0;0;Downpour;Wyoming;www.kemmerergazette.com;2013-09-12T09:00:00+02:00;1094;Marbleton
2672;27.9582, 84.2726;Nepal;Landslide;3;0;Monsoon;Western Region;;2009-07-31T09:00:00+02:00;0;Lamjung
2673;27.9504, 84.3075;Nepal;Landslide;0;0;Continuous_rain;Western Region;;2009-08-20T09:00:00+02:00;0;Lamjung
2674;29.1657, 81.5631;Nepal;Landslide;0;0;Downpour;Far Western;;2011-08-14T09:00:00+02:00;0;Achh?m
2675;28.3875, 82.6474;Nepal;Landslide;7;0;Downpour;;;2011-09-17T09:00:00+02:00;5427;Besisahar
2676;27.0971, 90.4032;Bhutan;Landslide;0;0;Rain;Shemgang;;2007-09-10T09:00:00+02:00;852;Shemgang
2677;-16.4158, -67.8317;Bolivia;Mudslide;7;0;Downpour;La Paz;;2010-03-11T09:00:00+01:00;2361;Coroico
2678;20.7123, 105.0378;Vietnam;Landslide;2;0;Rain;H??a B??nh;;2012-02-16T09:00:00+01:00;0;Th?? Tr???n M????ng Kh???n
2679;27.92, 85.19;Nepal;Landslide;2;0;Unknown;Central Region;;2008-07-06T09:00:00+02:00;1442271;Kathmandu
2680;41.6518, 72.0106;Kyrgyzstan;Landslide;0;0;Downpour;Jalal-Abad;eng.24.kg;2013-06-28T09:00:00+02:00;0;Karavan
2681;39.1832, 140.1175;Japan;Mudslide;5;0;Unknown;Yamagata;www.upi.com;2013-11-21T09:00:00+01:00;17082;Yuza
2682;30.4521, 78.754;India;Landslide;0;0;Rain;Uttarakhand;www.indiatvnews.com;2013-07-27T09:00:00+02:00;20216;Sr??nagar
2683;28.1018, 102.1778;China;Landslide;2;0;Downpour;Sichuan;;2012-08-18T09:00:00+02:00;126787;Xichang
2684;8.9176, 124.8974;Philippines;Landslide;0;0;Downpour;Northern Mindanao;;2011-01-31T09:00:00+01:00;4616;Talisayan
2685;55.5526, -133.0921;Canada;Landslide;0;0;Downpour;Alaska;Anchorage Daily News  adn.com;2014-01-14T09:00:00+01:00;1201;Craig
2686;35.192, 76.2579;Pakistan;Landslide;4;0;Downpour;Gilgit-Baltistan;;2010-09-07T09:00:00+02:00;0;Khapalu
2687;34.0548, -116.9765;United States;Mudslide;0;0;Continuous_rain;California;The Spokesman-Review;2014-08-03T09:00:00+02:00;6362;Cherry Valley
2688;-22.983, -43.1976;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
2689;52.1596, -9.87;Ireland;Landslide;0;0;Downpour;Munster;;2011-10-22T09:00:00+02:00;2082;Killorglin
2690;37.1552, -87.7898;United States;Landslide;0;0;Downpour;Kentucky;;2011-04-28T09:00:00+02:00;2764;Dawson Springs
2691;48.3439, -122.3536;United States;Mudslide;0;0;Downpour;Washington;;2011-03-14T08:00:00+01:00;31743;Mount Vernon
2692;39.9378, 124.6807;North Korea;Landslide;0;0;Rain;P'y?ngan-bukto;United Nations Development Programme - Relief Web;2007-08-23T09:00:00+02:00;9437;Y?mju-??p
2693;10.4014, 123.8827;Philippines;Landslide;0;0;Rain;Central Visayas;;2008-05-02T09:00:00+02:00;48638;Consolacion
2694;1.0171, 34.2544;Uganda;Landslide;0;0;Downpour;Eastern Region;;2012-07-18T09:00:00+02:00;0;Bududa
2695;10.2466, -61.3092;Trinidad and Tobago;Landslide;0;0;Downpour;Princes Town;;2010-12-07T09:00:00+01:00;10000;Princes Town
2696;3.4677, -76.5908;Colombia;Landslide;0;0;Downpour;Valle del Cauca;;2011-05-16T09:00:00+02:00;2392877;Cali
2697;7.8383, 123.2967;Philippines;Landslide;2;0;Tropical_Cyclone;Zamboanga Peninsula;Rappler;2014-01-13T09:00:00+01:00;3966;Dumalinao
2698;49.1606, -122.5288;Canada;Landslide;0;0;Rain;British Columbia;;2012-10-31T08:00:00+01:00;25683;Walnut Grove
2699;10.0341, 98.6585;Thailand;Mudslide;0;0;Downpour;Ranong;;2010-10-12T09:00:00+02:00;24561;Ranong
2700;33.7165, -116.6396;United States;Mudslide;0;0;Downpour;California;www.sbsun.com;2013-07-22T09:00:00+02:00;3583;Idyllwild
2701;63.562, -149.6437;United States;Landslide;0;0;Freeze_thaw;Alaska;www.masslive.com;2013-10-17T09:00:00+02:00;1021;Healy
2702;31.4551, 78.1996;India;Landslide;0;0;Rain;Himachal Pradesh;www.business-standard.com;2013-06-16T09:00:00+02:00;1495;Sar?han
2703;19.2046, 84.1917;India;Landslide;0;0;Tropical_Cyclone;Odisha;Odisha Sun-Times;2014-10-12T09:00:00+02:00;22264;Gunupur
2704;48.3486, -124.5316;United States;Landslide;0;0;Downpour;Washington;;2009-11-16T09:00:00+01:00;3532;Forks
2705;28.5237, 82.5891;Nepal;Landslide;1;1;Continuous_rain;Mid Western;myRepublica;2014-08-14T09:00:00+02:00;5427;Besisahar
2706;29.2, 81.7;Nepal;Landslide;0;0;Downpour;Mid Western;;2008-08-27T09:00:00+02:00;20908;Dailekh
2707;25.318, 94.0441;India;Landslide;0;0;Downpour;N?g?land;e-pao.net;2013-08-09T09:00:00+02:00;92113;Kohima
2708;8.5695, 98.2559;Thailand;Mudslide;0;0;Rain;Phangnga;Bangkok Post;2007-09-15T09:00:00+02:00;0;Thai Mueang
2709;44.041, -123.8748;United States;Landslide;0;0;Rain;Oregon;KEZI;2012-01-19T09:00:00+01:00;8466;Florence
2710;40.0205, -80.3194;United States;Mudslide;0;0;Downpour;Pennsylvania;;2011-05-13T09:00:00+02:00;13663;Washington
2711;44.0428, -123.8772;United States;Landslide;0;0;Downpour;Oregon;;2011-12-30T09:00:00+01:00;8466;Florence
2712;37.5339, -82.0999;United States;Mudslide;0;0;Downpour;West Virginia;;2010-05-03T09:00:00+02:00;1090;Gilbert Creek
2713;37.4076, -81.7889;United States;Mudslide;0;0;Rain;West Virginia;Charleston Gazette;2015-03-03T09:00:00+01:00;2406;Welch
2714;27.4761, 103.763;China;Landslide;0;0;Downpour;Yunnan;;2011-06-25T09:00:00+02:00;109400;Zhaotong
2715;7.4685, 80.6201;Sri Lanka;Landslide;0;0;Rain;Central;www.dailynews.lk;2013-02-15T09:00:00+01:00;111701;Kandy
2716;10.4066, 99.0412;Thailand;Landslide;0;0;Rain;Chumphon;;2012-01-09T09:00:00+01:00;55835;Chumphon
2717;43.7553, -115.975;United States;Mudslide;0;0;Downpour;Idaho;www.ktvb.com;2013-09-12T09:00:00+02:00;485;Idaho City
2718;-7.2337, 109.0605;Indonesia;Landslide;1;0;Rain;Central Java;www.thejakartaglobe.com;2013-02-06T09:00:00+01:00;27814;Margasari
2719;56.228, -4.8572;United Kingdom;Landslide;0;0;Downpour;Scotland;;2011-12-05T09:00:00+01:00;1296;Garelochhead
2720;26.944, 88.4441;India;Landslide;0;0;Downpour;Bengal;;2010-06-11T09:00:00+02:00;43000;K?limpang
2721;27.5862, 104.8613;China;Landslide;46;0;Rain;Yunnan;coal.steelguru.com;2013-01-16T09:00:00+01:00;0;Wufeng
2722;28.2322, 83.7228;Nepal;Landslide;3;0;Continuous_rain;Western Region;myRepublica;2014-08-27T09:00:00+02:00;23296;B?glung
2723;35.7322, -87.1288;United States;Landslide;0;0;Downpour;Tennessee;;2010-05-02T09:00:00+02:00;34681;Columbia
2724;31.5751, 103.7281;China;Landslide;11;19;Rain;Sichuan;Saudi Press Agency;2014-07-17T09:00:00+02:00;0;Weizhou
2725;44.2933, -124.0326;United States;Landslide;0;0;Downpour;Oregon;;2011-01-15T09:00:00+01:00;2033;Waldport
2726;23.6454, 109.9679;China;Landslide;0;0;Tropical_Cyclone;Guangxi Zhuangzu Zizhiqu;africa.chinadaily.com.cn;2013-08-19T09:00:00+02:00;71066;Guiping
2727;-44.5838, 168.2992;New Zealand;Landslide;0;0;unknown;Otago;Otago Daily Times;2014-01-04T09:00:00+01:00;10442;Queenstown
2728;-36.7056, 146.8154;Australia;Complex;0;0;Downpour;Victoria;;2012-03-01T09:00:00+01:00;1100;Mount Beauty
2729;1.1837, 124.53;Indonesia;Landslide;0;0;Rain;North Sulawesi;www.thejakartapost.com;2013-01-03T09:00:00+01:00;0;Tompasobaru
2730;28.6572, 82.2345;Nepal;Landslide;0;0;Rain;Mid Western;Himalayan Times;2011-08-31T09:00:00+02:00;0;Saly?n
2731;28.0081, 84.6476;Nepal;Landslide;2;7;Continuous_rain;Western Region;myRepublica;2014-08-15T09:00:00+02:00;0;Lamjung
2732;14.8733, 108.0191;Vietnam;Mudslide;0;0;Tropical_Cyclone;Kon Tum;;2009-09-29T09:00:00+02:00;0;???k T??
2733;50.5662, -123.1173;Canada;Debris_Flow;0;0;Downpour;British Columbia;;2009-09-19T09:00:00+02:00;2192;Pemberton
2734;21.2289, 92.1696;Bangladesh;Landslide;1;0;Downpour;Chittagong;;2010-06-15T09:00:00+02:00;253788;Cox?s B?z?r
2735;47.7093, -121.3601;United States;Mudslide;0;0;Downpour;Washington;;2009-11-17T09:00:00+01:00;2075;Gold Bar
2736;47.4074, -123.1412;United States;Mudslide;0;0;Downpour;Washington;;2011-01-14T09:00:00+01:00;9834;Shelton
2737;37.4288, -105.447;United States;Landslide;0;0;Rain;Colorado;;2011-07-25T09:00:00+02:00;629;San Luis
2738;34.4332, 76.2851;India;Landslide;0;0;Downpour;Kashmir;www.hindustantimes.com;2013-08-01T09:00:00+02:00;13838;Kargil
2739;34.2601, 75.4466;India;Landslide;0;0;Downpour;Kashmir;freepresskashmir.com;2013-08-13T09:00:00+02:00;7750;Pahalg?m
2740;34.3106, 105.8786;China;Landslide;20;0;Freeze_thaw;Gansu Sheng;www.wsbradio.com;2013-07-25T09:00:00+02:00;0;Gaoqiao
2741;24.2451, 94.0691;India;Landslide;0;0;Rain;Manipur;e-Pao.net;2007-09-10T09:00:00+02:00;30418;Kakching
2742;53.6057, -9.7083;Ireland;Landslide;0;0;Downpour;Connaught;;2010-04-05T09:00:00+02:00;2056;Clifden
2743;17.8975, 73.2961;India;Landslide;8;0;Downpour;Maharashtra;;2010-06-19T09:00:00+02:00;5822;Jalgaon
2744;36.23, 111.38;China;Complex;1;0;Rain;Shanxi Sheng;;2008-09-08T09:00:00+02:00;232566;Linfen
2745;39.1652, -107.8476;United States;Complex;3;0;Rain;Colorado;The Associated Press;2014-05-25T09:00:00+02:00;2253;Cedaredge
2746;48.3288, -116.8642;United States;Mudslide;0;0;Downpour;Idaho;;2012-03-30T09:00:00+02:00;1751;Priest River
2747;27.2922, 89.4793;Bhutan;Complex;0;0;Downpour;Paro;;2010-07-13T09:00:00+02:00;2169;Paro
2748;1.8362, -76.9857;Colombia;Mudslide;6;0;Rain;Cauca;TeleSUR;2014-12-21T09:00:00+01:00;3120;Almaguer
2749;34.5184, 131.8181;Japan;Landslide;1;0;Continuous_rain;Shimane;www.globaltimes.cn;2013-07-28T09:00:00+02:00;48576;Masuda
2750;12.845, 75.66;India;Landslide;0;0;Rain;Karnataka;;2008-08-12T09:00:00+02:00;24931;Sakleshpur
2751;1.6818, -77.7319;Columbia;Landslide;5;12;Downpour;Nari??o;AP;2014-02-14T09:00:00+01:00;1091;Cumbitara
2752;27.174, 95.8011;India;Landslide;0;0;Downpour;Arun?chal Pradesh;;2012-06-25T09:00:00+02:00;24428;Margherita
2753;26.0765, 68.5034;Pakistan;Landslide;21;0;Downpour;Sindh;;2011-08-11T09:00:00+02:00;21446;Sh?hpur Ch?kar
2754;34.2716, -118.0282;United States;Complex;0;0;Rain;California;;2009-12-12T09:00:00+01:00;10917;Sierra Madre
2755;43.689, -91.2806;United States;Mudslide;0;0;Rain;Wisconsin;FOX news;2007-08-19T09:00:00+02:00;51320;La Crosse
2756;-2.847, -79.1108;Ecuador;Rock_Fall;0;0;Unknown;Azuay;Mercurio;2014-09-29T09:00:00+02:00;276964;Cuenca
2757;-37.6304, 176.0454;New Zealand;Landslide;0;0;Downpour;Bay of Plenty;;2011-05-11T09:00:00+02:00;110338;Tauranga
2758;-36.5119, 174.6807;New Zealand;Landslide;0;0;Downpour;Auckland;;2009-12-04T09:00:00+01:00;3441;Warkworth
2759;-7.3196, 109.7856;Indonesia;Landslide;0;0;Rain;Central Java;Jakarta Post;2014-12-04T09:00:00+01:00;92990;Wonosobo
2760;22.2666, 104.07;Vietnam;Complex;37;0;Tropical_Cyclone;L??o Cai;;2008-08-07T09:00:00+02:00;0;Th?? Tr???n Ph?? Lu
2761;-23.1077, -44.248;Brazil;Landslide;35;0;Downpour;Rio de Janeiro;;2010-01-01T09:00:00+01:00;153635;Angra dos Reis
2762;-0.3203, 30.4192;Uganda;Landslide;0;0;Downpour;Western Region;;2010-10-27T09:00:00+02:00;0;Buhweju
2763;6.7397, 80.1744;Sri Lanka;Landslide;6;0;Tropical_Cyclone;Western;;2008-04-27T09:00:00+02:00;8982;Horana South
2764;35.7317, 135.9804;Japan;Mudslide;0;0;Tropical_Cyclone;Fukui;ex-skf.blogspot.com;2013-09-16T09:00:00+02:00;68482;Tsuruga
2765;24.3599, 85.6179;India;Landslide;2;0;Downpour;Jharkhand;articles.timesofindia.indiatimes.com;2013-07-27T09:00:00+02:00;76341;Jumri Tilaiy?
2766;-22.3838, -43.0787;Brazil;Landslide;50;0;Downpour;Rio de Janeiro;;2011-01-12T09:00:00+01:00;123979;Teres??polis
2767;40.1095, -80.4911;United States;Mudslide;0;0;Downpour;West Virginia;;2011-05-18T09:00:00+02:00;1542;West Liberty
2768;18.1686, -76.8226;Jamaica;Landslide;0;0;Tropical_Cyclone;Saint Andrew;;2010-09-29T09:00:00+02:00;8551;Stony Hill
2769;50.7401, -119.0225;Canada;Mudslide;0;0;Rain;British Columbia;Castanet;2015-02-16T09:00:00+01:00;2732;Sicamous
2770;27.1748, 88.6458;India;Landslide;7;0;Rain;Sikkim;;2012-06-07T09:00:00+02:00;4026;Rangpo
2771;35.9242, -81.6747;United States;Mudslide;0;0;Rain;North Carolina;www.wcnc.com;2013-07-14T09:00:00+02:00;4051;Gamewell
2772;25.035, 121.7648;Taiwan;Rockfall;0;0;Tropical_Cyclone;Taiwan;focustaiwan.tw;2013-09-01T09:00:00+02:00;397515;Keelung
2773;-23.2311, -46.6136;Brazil;Landslide;1;0;Rain;S??o Paulo;Deutsche Presse-Agentur - MonstersandCritics;2007-01-05T09:00:00+01:00;54415;Mairipor??
2774;48.095, -122.499;United States;Landslide;0;0;Downpour;Washington;;2011-03-12T09:00:00+01:00;14202;Camano
2775;32.9918, 75.1945;India;Rockfall;0;0;Rain;Kashmir;articles.economictimes.indiatimes.com;2013-07-29T09:00:00+02:00;80447;Udhampur
2776;49.3274, -121.542;Canada;Rockfall;0;0;Downpour;British Columbia;;2011-01-14T09:00:00+01:00;4598;Hope
2777;26.1044, 91.7082;India;Landslide;0;0;Rain;Assam;Assam Tribune;2014-09-22T09:00:00+02:00;899094;Guwahati
